productName,Stars,Ratings,Reviews,CurrentPrice,MRP,Processor,RAM,Storage,ImageURL 
 Acer Aspire 5 Core i3 12th Gen,3.6,5,0,45990,59999,Intel Core i3 Processor (12th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/d/w/-original-imagzsctya67mjys.jpeg?q=70 
 Infinix X1 Slim Series Core i7 10th Gen,3.8,139,31,49990,69999,Intel Core i7 Processor (10th Gen),LPDDR4X RAM,16 GB,https://rukminim2.flixcart.com/image/312/312/l44hyfk0/computer/b/d/y/-original-imagf39qmdjgesc9.jpeg?q=70 
 ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,4.4,201,36,44990,56990,Intel Core i3 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/kcjexe80/computer/f/s/m/asus-original-imaftndw8zg398np.jpeg?q=70 
 Infinix X1 Slim Series Core i3 10th Gen,4.2,2022,320,33990,49999,Intel Core i3 Processor (10th Gen),LPDDR4X RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/l44hyfk0/computer/q/3/9/-original-imagf39qg32keh2h.jpeg?q=70 
 HP G Series Core i3 10th Gen,4.3,204,14,37990,44072,Intel Core i3 Processor (10th Gen),DDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/kolsscw0/computer/s/x/d/250-g8-thin-and-light-laptop-hp-original-imag3f4kmcvnhkz9.jpeg?q=70 
 ASUS Ryzen 5 Quad Core,0,0,0,46267,62990,AMD Ryzen 5 Quad Core Processor,DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/k/i/vivobook-go-14-laptop-asus-original-imagzmvfu8yzbcud.jpeg?q=70 
 Avita SATUS S111 Celeron Dual Core,3.7,1085,146,16490,29990,Intel Celeron Dual Core Processor,DDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/l2qhjm80/computer/f/8/i/-original-imageye8rydawpxz.jpeg?q=70 
 HP 15s (2023) Ryzen 3 Quad Core 7320U,4.7,3,1,40990,47710,AMD Ryzen 3 Quad Core Processor,LPDDR5 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/w/5/-original-imagpecqk6gdp9dh.jpeg?q=70 
 Primebook 4G Android Based MediaTek MT8788,4,1022,326,16990,24990,MediaTek MediaTek MT8788 Processor,LPDDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70 
 MSI Core i5 11th Gen,4.3,1033,99,49990,67990,Intel Core i5 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70 
 Infinix X1 Slim Series Core i3 10th Gen,4.3,3721,438,35990,49999,Intel Core i3 Processor (10th Gen),LPDDR4X RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/l44hyfk0/computer/l/a/w/-original-imagf39qgu4qjmgk.jpeg?q=70 
 DELL Inspiron 3000 Core i3 11th Gen,3.3,3,0,39999,53800,Intel Core i3 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/kubk70w0/computer/w/q/e/inspiron-3511-laptop-dell-original-imag7guhghwehqbf.jpeg?q=70 
 Primebook 4G Android Based MediaTek MT8788,4,1022,326,13990,24990,MediaTek MediaTek MT8788 Processor,LPDDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/y/s/-original-imagn9s6z2qmxmem.jpeg?q=70 
 Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,4.3,2095,218,47990,86290,AMD Ryzen 5 Hexa Core Processor,DDR4 RAM,16 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/i/u/-original-imagpa5fbvqzk2xn.jpeg?q=70 
 ASUS Chromebook Flip Touch Celeron Dual Core,4,2961,404,16490,29990,Intel Celeron Dual Core Processor,LPDDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/l2jcccw0/computer/q/t/6/-original-imagdv4ykwrjxbmh.jpeg?q=70 
 ASUS VivoBook 15 Ryzen 3 Dual Core AMD R3,4.3,1675,227,26990,42990,AMD Ryzen 3 Dual Core Processor,DDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/1/7/-original-imag3ebnzawky4kn.jpeg?q=70 
 ASUS VivoBook 15 (2022) Core i3 10th Gen,4.3,11962,1156,33990,45990,Intel Core i3 Processor (10th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/e/z/-original-imagpxgqesgrthks.jpeg?q=70 
 HP 247 G8 Athlon Dual Core AMD Athlon P3045B,3.9,49,8,22999,33267,AMD Athlon Dual Core Processor,DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/l1tmf0w0/screen-guard/screen-guard/p/t/l/hp-247-g8-laptop-14-black-67u77pa-preyansh-original-imagdb5mryr3wbjw.jpeg?q=70 
 Primebook 4G Android Based MediaTek MT8788,4,224,72,18990,27990,MediaTek MediaTek MT8788 Processor,LPDDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70 
 Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,4.3,2095,218,46948,68990,AMD Ryzen 5 Hexa Core Processor,DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/i/u/-original-imagpa5fbvqzk2xn.jpeg?q=70 
 DELL Core i3 11th Gen,0,0,0,35400,56497,Intel Core i3 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/d/w/latitude-3420-business-laptop-dell-original-imagn6hrxsryasb6.jpeg?q=70 
 ASUS Chromebook Celeron Dual Core,3.7,1382,206,16990,24990,Intel Celeron Dual Core Processor,LPDDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/kr2e3680/computer/5/a/l/na-thin-and-light-laptop-asus-original-imag4yygqdqkpnpg.jpeg?q=70 
 Lenovo Ryzen 3 Quad Core 7320U,0,0,0,39990,59390,AMD Ryzen 3 Quad Core Processor,LPDDR5 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/u/x/15amn7-thin-and-light-laptop-lenovo-original-imagz3rwynfugcnz.jpeg?q=70 
 DELL Inspiron Ryzen 3 Dual Core 3250U,4.1,8,0,36690,50132,AMD Ryzen 3 Dual Core Processor,DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/kwl0akw0/computer/f/t/r/inspiron-3511-thin-and-light-laptop-dell-original-imag98fjy6yu6fgz.jpeg?q=70 
 HP 15s Ryzen 3 Dual Core 3250U,4.3,4558,518,37290,47600,AMD Ryzen 3 Dual Core Processor,DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/kk2wl8w0/computer/z/u/5/hp-original-imafzgdgcbtxvjka.jpeg?q=70 
 Lenovo Ryzen 5 Hexa Core 5500U,3.4,7,3,35990,66744,AMD Ryzen 5 Hexa Core Processor,DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/g/k/v15-g2-alc-thin-and-light-laptop-lenovo-original-imagq9kbmghqupaa.jpeg?q=70 
 Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core,3.7,248,23,23990,39990,Intel Celeron Dual Core Processor,LPDDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/k/4/-original-imaggqgb6dbkyhbe.jpeg?q=70 
 DELL Inspiron Core i3 11th Gen,4.2,466,35,42990,57245,Processor-i3-1115G4 Processor upto 4.1 GHz Speed,RAM & Storage:  DDR4, 256GB SSD, WIN 11 + Office H&S 2021,8GB,https://rukminim2.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70 
 Primebook 4G Android Based MediaTek MT8788,4,1022,326,16990,24990,MediaTek MediaTek MT8788 Processor,LPDDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70 
 ASUS Vivobook 15 Core i3 11th Gen,4.2,3171,284,34990,49990,Intel Core i3 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/e/z/-original-imagpxgqesgrthks.jpeg?q=70 
 HP 255 G9 Athlon Dual Core AMD Athlon Silver,0,0,0,22799,27063,AMD Athlon Dual Core Processor,DDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/f/8/255-g8-notebook-hp-original-imagq6emcferpkfx.jpeg?q=70 
 HP 250 G8 Core i3 11th Gen,3.8,116,11,33990,41208,Intel Core i3 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/9/v/w/245-g8-business-laptop-hp-original-imagn4bctguugysg.jpeg?q=70 
 MSI Core i5 11th Gen,4.3,1033,99,49990,67990,Intel Core i5 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70 
 Infinix INBook Y1 Plus Intel Core i3 10th Gen,4.2,709,92,28990,49990,Intel Core i3 Processor (10th Gen),LPDDR4X RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/u/k/-original-imagmxuravjcmdwu.jpeg?q=70 
 Infinix INBook X1 Neo Series Celeron Quad Core,4.2,3955,553,22990,39999,Intel Celeron Quad Core Processor,LPDDR4X RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/l5fnhjk0/computer/b/f/k/inbook-x1-neo-thin-and-light-laptop-infinix-original-imagg49hqgt2ggzc.jpeg?q=70 
 DELL Core i3 11th Gen,0,0,0,37990,60724,Intel Core i3 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/kyt0ya80/computer/3/h/r/3420-i5-11th-1135g7-business-laptop-dell-original-imagayud8qzhpdxw.jpeg?q=70 
 ASUS Core i3 11th Gen,4.8,4,0,35990,51990,Intel Core i3 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/q/3/vivobook-15-laptop-asus-original-imagp3fg3vwyufjt.jpeg?q=70 
 Infinix X2 Slim Intel Core i5 11th Gen,4.3,89,20,38990,64990,Intel Core i5 Processor (11th Gen),LPDDR4X RAM,16 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/1/h/inbook-thin-and-light-laptop-infinix-original-imagpyjexehgq3kg.jpeg?q=70 
 ASUS Vivobook 15 Core i5 11th Gen,4.2,1745,140,42990,69990,Intel Core i5 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/h/v/-original-imagq9hcmgg3etg8.jpeg?q=70 
 Lenovo IdeaPad 3 Intel Core i3 11th Gen,4.2,5458,501,36450,55490,Intel Core i3 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/i/u/-original-imagpa5fbvqzk2xn.jpeg?q=70 
 Lenovo IdeaPad 3 Intel Core i3 12th Gen,0,0,0,45964,64290,Intel Core i3 Processor (12th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/x/j/15iau7-thin-and-light-laptop-lenovo-original-imagp6za38up2d9n.jpeg?q=70 
 DELL Inspiron Core i3 10th Gen,3.8,68,5,41590,55534,Intel Core i3 Processor (10th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70 
 DELL Inspiron Core i5 11th Gen,4,130,9,47990,62234,Intel Core i5 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/l45xea80/computer/v/c/x/inspiron-3511-thin-and-light-laptop-dell-original-imagf4n2y3uk8jcz.jpeg?q=70 
 Primebook 4G Android Based MediaTek MT8788,4,1022,326,13990,24990,MediaTek MediaTek MT8788 Processor,LPDDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/y/s/-original-imagn9s6z2qmxmem.jpeg?q=70 
 HP 14s Intel Pentium Quad Core,3.9,516,57,31499,39232,Intel Pentium Quad Core Processor,DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/u/y/-original-imagp8xzmamquskg.jpeg?q=70 
 ASUS Core i3 13th Gen,0,0,0,43860,59500,Intel Core i3 Processor (13th Gen),DDR5 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/i/t/vivobook-15-2023-laptop-asus-original-imagp4qhapzhzds6.jpeg?q=70 
 HP Celeron Dual Core,3.8,487,45,31000,37900,Intel Celeron Dual Core Processor,DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/3/h/8/-original-imagp7pfhjzh6c8z.jpeg?q=70 
 Lenovo IdeaPad 3 Intel Core i3 10th Gen,4.3,4137,427,35990,57990,Intel Core i3 Processor (10th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70 
 ASUS Vivobook Go 15 (2023) Ryzen 3 Quad Core 7320U,4.2,553,78,35990,50990,AMD Ryzen 3 Quad Core Processor,LPDDR5 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/u/p/-original-imagpxgrxrqsmdqz.jpeg?q=70 
 HP 250 G8 Core i3 11th Gen,4.1,34,3,37790,46999,Intel Core i3 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/kxaq7ww0/computer/7/r/f/hp-250-g8-notebook-pc-laptop-hp-original-imag9s2agwzzznau.jpeg?q=70 
 Lenovo V15 Ryzen 3 Hexa Core 5300U,4.1,93,10,33850,55000,AMD Ryzen 3 Hexa Core Processor,DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/t/c/v15-g2-alc-laptop-lenovo-original-imaghq2ffspmtfuh.jpeg?q=70 
 ASUS Vivobook 15 Core i3 11th Gen,4.3,1326,167,31990,52990,Intel Core i3 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/1/7/-original-imag3ebnzawky4kn.jpeg?q=70 
 Primebook 4G Android Based MediaTek MT8788,4,1022,326,16990,24990,MediaTek MediaTek MT8788 Processor,LPDDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70 
 MSI Core i5 11th Gen,4.3,1033,99,49990,67990,Intel Core i5 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70 
 ASUS (2022) Celeron Dual Core,4.3,68,9,29290,36990,Intel Celeron Dual Core Processor,DDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/l23mhzk0/computer/6/k/5/br1100fka-bp1104w-laptop-asus-original-imagdgsgbzgax6eu.jpeg?q=70 
 ASUS Core i3 12th Gen,0,0,0,44990,54990,Intel Core i3 Processor (12th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/i/u/vivobook-15-laptop-asus-original-imagprqz6ymr259f.jpeg?q=70 
 Acer Aspire 5 15 Core i3 13th Gen,0,0,0,42990,55999,Intel Core i3 Processor (13th Gen),LPDDR5 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/l/f/-original-imagqbudzxgmek9t.jpeg?q=70 
 Acer Aspire Vero Core i3 13th Gen,0,0,0,47990,61999,Intel Core i3 Processor (13th Gen),LPDDR4X RAM,16 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/q/j/-original-imagq9kdgzau7yar.jpeg?q=70 
 Primebook 4G Android Based MediaTek MT8788,4,1022,326,13990,24990,MediaTek MediaTek MT8788 Processor,LPDDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/y/s/-original-imagn9s6z2qmxmem.jpeg?q=70 
 Primebook 4G Android Based MediaTek MT8788,4,224,72,18990,27990,MediaTek MediaTek MT8788 Processor,LPDDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70 
 DELL Vostro Core i3 11th Gen,3,4,1,46500,69599,Intel Core i3 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/w/x/vostro-3420-thin-and-light-laptop-dell-original-imagjhbkqdukspuk.jpeg?q=70 
 Lenovo Ryzen 5 Hexa Core 5500U,0,0,0,41490,68400,AMD Ryzen 5 Hexa Core Processor,DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/f/3/tb15-g3-acl-thin-and-light-laptop-lenovo-original-imagq9k9ddbsnz6b.jpeg?q=70 
 Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,4.3,2095,218,47990,86290,AMD Ryzen 5 Hexa Core Processor,DDR4 RAM,16 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/i/u/-original-imagpa5fbvqzk2xn.jpeg?q=70 
 Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,4.3,2095,218,46948,68990,AMD Ryzen 5 Hexa Core Processor,DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/i/u/-original-imagpa5fbvqzk2xn.jpeg?q=70 
 MSI Core i3 12th Gen,0,0,0,42990,58990,Intel Core i3 Processor (12th Gen),DDR4 RAM,16 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/h/a/-original-imagnqmwbbxzm8tp.jpeg?q=70 
 Infinix X2 Slim Intel Core i3 11th Gen,4.3,184,39,29990,49990,Intel Core i3 Processor (11th Gen),LPDDR4X RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/1/h/inbook-thin-and-light-laptop-infinix-original-imagpyjexehgq3kg.jpeg?q=70 
 Lenovo Intel Core i3 12th Gen,0,0,0,37400,71400,Intel Core i3 Processor (12th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/s/j/v15-itl-gen-2-thin-and-light-laptop-lenovo-original-imaghyjhsrhtz7wv.jpeg?q=70 
 Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core,3.7,248,23,23990,39990,Intel Celeron Dual Core Processor,LPDDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/k/4/-original-imaggqgb6dbkyhbe.jpeg?q=70 
 Lenovo Ryzen 3 Quad Core 7320U,0,0,0,39990,59390,AMD Ryzen 3 Quad Core Processor,LPDDR5 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/u/x/15amn7-thin-and-light-laptop-lenovo-original-imagz3rwynfugcnz.jpeg?q=70 
 ASUS Chromebook Celeron Dual Core,4.1,224,32,25990,29990,Intel Celeron Dual Core Processor,LPDDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/kr2e3680/computer/5/a/l/na-thin-and-light-laptop-asus-original-imag4yygqdqkpnpg.jpeg?q=70 
 DELL Vostro Core i5 10th Gen,4.3,3889,471,46990,54734,Intel Core i5 Processor (10th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/kctf0cw0/computer/s/q/k/dell-original-imaftuvzyhyfmvzy.jpeg?q=70 
 Lenovo B50,3.8,78,17,45490,52490,Intel Core i5 Processor (4th Gen),DDR3 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/computer/t/2/s/lenovo-b50-70-notebook-original-imadxweeqmwvmnwy.jpeg?q=70 
 RedmiBook Pro Core i3 11th Gen,4.2,4823,536,30990,51999,Intel Core i3 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/krxtrww0/computer/e/l/c/redmibook-15-e-learning-edition-thin-and-light-laptop-redmi-original-imag5m8jkjbaybeu.jpeg?q=70 
 Acer Aspire 3 Pentium Quad Core,3.7,40,4,37990,0,Intel Pentium Quad Core Processor,DDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/i/8/a314-35-thin-and-light-laptop-acer-original-imagg462zhhzd62a.jpeg?q=70 
 DELL Ryzen 3 Quad Core 5425U,4.4,55,4,41490,56834,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage:  DDR4 & 512GB SSD,8GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/9/4/e/-original-imagzyfzdfvwgcgk.jpeg?q=70 
 Lenovo Ryzen 3 Quad Core,0,0,0,36480,49500,AMD Ryzen 3 Quad Core Processor,DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/j/a/thinkbook-15-amd-business-laptop-lenovo-original-imagn9qehj3m58hx.jpeg?q=70 
 DELL Vostro Core i3 10th Gen,4,2065,204,38490,54517,Intel Core i3 Processor (10th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/ksyz8280/computer/b/7/0/na-thin-and-light-laptop-dell-original-imag6f5zes6jhdzk.jpeg?q=70 
 Lenovo Core i3 11th Gen,0,0,0,33990,48999,Intel Core i3 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/3/h/v14-laptop-lenovo-original-imaghf2fezzwvquj.jpeg?q=70 
 Primebook 4G Android Based MediaTek MT8788,4,1022,326,16990,24990,MediaTek MediaTek MT8788 Processor,LPDDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70 
 MSI Core i5 11th Gen,4.3,1033,99,49990,67990,Intel Core i5 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70 
 HP Ryzen 3 Quad Core 5300U,4.3,2386,299,39181,47716,AMD Ryzen 3 Quad Core Processor,DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/t/z/-original-imagp8xzjxx7tzet.jpeg?q=70 
 DELL Core i3 11th Gen,4.3,7,0,37990,54990,Intel Core i3 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/kubk70w0/computer/w/q/e/inspiron-3511-laptop-dell-original-imag7guhghwehqbf.jpeg?q=70 
 Primebook 4G Android Based MediaTek MT8788,4,1022,326,13990,24990,MediaTek MediaTek MT8788 Processor,LPDDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/y/s/-original-imagn9s6z2qmxmem.jpeg?q=70 
 Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,4.3,2095,218,47990,86290,AMD Ryzen 5 Hexa Core Processor,DDR4 RAM,16 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/i/u/-original-imagpa5fbvqzk2xn.jpeg?q=70 
 Lenovo V15 Core i3 11th Gen,4.2,6,0,38999,49080,Intel Core i3 Processor (11th Gen),DDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/kt7jv680/computer/0/q/u/v15-thin-and-light-laptop-lenovo-original-imag6hn7sqxwg6h6.jpeg?q=70 
 HP Core i3 11th Gen,3.9,114,14,40490,47264,Intel Core i3 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/kw2fki80/computer/o/z/d/-original-imag8tthazucuzac.jpeg?q=70 
 DELL Core i3 11th Gen,4,3,0,39990,60837,Intel Core i3 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/l572ufk0/computer/d/6/i/inspiron-3511-laptop-dell-original-imagfxggfqqghfee.jpeg?q=70 
 DELL INSPIRON Core i3 10th Gen,4.1,594,56,37990,47421,Intel Core i3 Processor (10th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/kikluvk0-0/laptop-display/s/4/e/inspiron-3501-dell-original-imafyc7hqnjzg8cm.jpeg?q=70 
 Primebook 4G Android Based MediaTek MT8788,4,224,72,18990,27990,MediaTek MediaTek MT8788 Processor,LPDDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70 
 Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,4.3,2095,218,46948,68990,AMD Ryzen 5 Hexa Core Processor,DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/i/u/-original-imagpa5fbvqzk2xn.jpeg?q=70 
 HP Laptop Ryzen 3 Quad Core 5300U,4.4,92,11,38511,48419,AMD Ryzen 3 Quad Core Processor,DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/p/b/-original-imagp8xz9yxjfurj.jpeg?q=70 
 Acer Aspire 3 Ryzen 3 Dual Core R33250U,4.2,111,15,35500,42999,AMD Ryzen 3 Dual Core Processor,DDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/kybvo280/computer/c/u/5/-original-imagah7xqmwnt2x6.jpeg?q=70 
 Lenovo Ryzen 3 Quad Core 7320U,0,0,0,39990,59390,AMD Ryzen 3 Quad Core Processor,LPDDR5 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/u/x/15amn7-thin-and-light-laptop-lenovo-original-imagz3rwynfugcnz.jpeg?q=70 
 Infinix X2 Slim Intel Core i3 11th Gen,4.3,184,39,29990,49990,Intel Core i3 Processor (11th Gen),LPDDR4X RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/k/e/inbook-thin-and-light-laptop-infinix-original-imagpyjduraxwu4m.jpeg?q=70 
 Infinix X2 Slim Intel Core i7 11th Gen,4.6,29,5,46990,69990,Intel Core i7 Processor (11th Gen),LPDDR4X RAM,16 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/k/e/inbook-thin-and-light-laptop-infinix-original-imagpyjduraxwu4m.jpeg?q=70 
 DELL Vostro 3405 Ryzen 5 Quad Core 3450U,4.3,1032,118,44990,48563,AMD Ryzen 5 Quad Core Processor,DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/kirr24w0/computer/d/b/g/dell-na-thin-and-light-laptop-original-imafyhm574qdcnyk.jpeg?q=70 
 Acer One 11 Celeron Dual Core,0,0,0,21490,35999,Intel Celeron Dual Core Processor,DDR4 RAM,4 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/v/p/z8-284-thin-and-light-laptop-acer-original-imagp7uwvpeyvuxm.jpeg?q=70 
 ASUS Vivobook 14 Core i3 11th Gen,0,0,0,35990,50990,Intel Core i3 Processor (11th Gen),DDR4 RAM,8 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/6/v/8/x1400ea-ek322ws-thin-and-light-laptop-asus-original-imagppmgqvqrquk4.jpeg?q=70 
